8,12,19,37,16,11,33
44,13,37,9,11,25,38
42,29,6,2,26,4,32
35,18,17,2,7,32,15
13,17,40,4,34,11,37
43,33,20,2,7,27,22
27,23,17,13,35,30,41
3,30,37,41,29,38,23
6,5,44,15,38,4,37
6,8,14,2,29,22,30
25,37,34,33,15,29,13
10,36,3,15,37,31,45
23,41,36,7,14,15,44
39,34,10,5,6,17,24
35,29,16,27,10,6,38
43,38,6,25,33,42,45
11,15,29,21,27,30,44
22,27,43,29,36,38,7
2,34,21,42,19,26,44
4,16,9,14,42,36,33
41,45,42,17,2,44,14
43,27,8,36,40,7,26
4,8,20,30,5,7,16
5,2,33,1,41,7,37
37,15,25,6,26,7,4
28,15,32,33,26,23,40
5,45,39,12,11,8,43
19,39,5,32,30,20,16
31,37,34,30,44,14,21
12,23,6,4,17,1,15
36,15,20,1,32,42,8
41,19,43,34,24,25,37
18,43,15,37,27,41,2
29,30,32,31,37,5,11
31,18,39,38,27,7,14
37,27,31,23,42,5,10
36,33,32,19,24,40,2
11,1,32,43,13,38,19
17,3,26,39,2,13,45
23,24,25,19,32,13,10
2,40,25,14,7,12,18
30,39,16,12,40,42,3
44,42,11,25,3,5,30
45,9,28,23,1,12,27
16,2,23,9,45,11,35
3,26,16,37,20,1,17
9,21,39,29,5,3,45
36,26,1,19,29,37,31
26,5,7,25,21,23,20
22,24,19,7,40,14,36
43,28,10,34,41,3,15
24,33,11,43,22,37,19
39,17,31,20,21,30,29
16,32,45,33,43,36,17
18,9,4,22,13,7,14
1,29,17,16,25,21,36
45,12,25,24,43,36,15
9,4,19,3,32,16,2
32,2,10,44,41,5,34
40,14,41,4,8,45,12
38,15,18,8,23,10,11
43,42,17,23,19,39,16
36,10,8,11,13,27,7
6,7,25,42,33,18,38
19,21,4,18,13,10,14
33,29,39,17,25,42,18
45,29,39,10,21,43,30
28,3,37,41,27,15,20
18,30,6,26,15,1,11
4,7,29,13,15,8,5
21,35,40,4,14,25,36
36,26,30,4,35,38,28
20,5,40,35,1,11,45
42,14,9,6,37,18,8
11,5,27,22,43,23,37
5,39,2,41,24,43,45
7,19,25,38,13,15,41
7,22,16,9,13,27,23
6,30,9,7,33,40,5
27,38,42,9,17,36,23
11,28,30,2,35,20,8
20,42,1,22,37,12,7
21,2,22,4,42,9,28
25,40,43,26,15,9,36
28,23,27,29,43,17,44
45,42,13,21,4,5,31
19,1,40,31,7,14,22
30,38,42,35,5,4,36
31,43,39,14,3,17,38
11,3,17,7,15,35,5
28,21,41,7,40,3,34
35,6,10,8,16,22,23
44,30,12,43,26,38,17
24,38,41,26,39,21,25
15,42,38,28,10,1,31
15,30,13,7,16,9,20
15,8,45,35,33,25,42
1,38,28,43,36,3,6
38,9,30,37,22,44,23
41,38,42,23,13,45,4
9,42,40,28,27,4,45
28,40,27,43,12,10,38
4,29,24,23,15,18,40
4,32,44,11,9,42,35
1,22,33,2,31,26,16
1,26,39,32,19,11,15
19,29,7,31,20,21,32
45,18,19,23,5,30,12
22,9,6,45,25,26,5
38,19,18,4,37,32,5
19,1,44,26,17,35,3
7,23,43,36,15,42,30
44,14,35,31,12,20,19
23,37,26,29,40,2,34
44,7,10,3,2,12,31
2,5,17,44,1,4,26
42,5,1,35,33,30,29
29,40,26,42,8,25,30
17,44,30,26,1,33,24
15,35,9,39,4,34,26
24,28,12,19,44,1,4
7,26,25,10,32,9,11
19,1,12,23,8,2,18
7,22,32,18,16,21,29
24,25,13,15,44,28,2
19,25,13,17,11,44,43
5,6,12,27,14,16,41
31,5,45,18,36,8,27
25,13,29,33,32,24,35
14,27,25,43,37,38,1
32,17,30,18,20,44,25
31,32,16,18,22,25,23
22,6,30,33,35,45,18
19,45,23,15,30,28,16
12,5,15,21,41,20,3
30,33,43,24,23,13,11
5,36,43,37,42,34,25
22,40,25,14,31,33,28
29,25,22,39,34,17,14
8,40,33,17,22,3,34
23,34,10,21,39,29,38
13,41,29,35,8,34,2
27,25,3,13,37,31,1
25,38,16,35,37,21,30
39,3,27,32,20,44,24
17,11,40,16,26,5,36
26,31,22,39,36,23,14
16,30,33,43,45,1,7
6,14,10,12,45,33,4
41,40,27,16,29,9,26
16,7,21,39,41,12,3
9,43,28,12,31,19,29
21,37,39,4,38,28,8
1,42,15,28,8,13,7
3,31,4,33,14,6,40
34,33,16,17,6,43,13
36,34,30,40,32,4,41
37,26,1,41,45,16,22
13,10,36,40,19,25,44
7,16,23,26,3,27,45
40,22,3,1,32,27,5
44,21,28,26,7,41,11
24,42,15,44,8,35,6
15,25,38,6,4,29,17
42,29,5,7,18,45,33
21,34,27,4,1,8,22
31,2,27,4,1,34,11
26,17,42,31,38,16,15
41,6,35,18,44,34,45
16,22,25,44,42,6,33
17,42,35,29,31,14,36
7,41,15,35,12,28,39
11,26,22,5,4,44,41
14,44,35,18,37,7,19
32,3,18,22,11,27,44
2,34,13,8,24,20,1
40,27,24,29,23,1,45
11,43,31,39,27,26,9
17,38,5,15,45,41,44
31,6,26,34,38,39,35
26,35,24,1,23,9,42
25,9,35,8,26,3,34
8,21,6,4,5,35,3
31,3,7,26,40,28,38
32,42,39,2,7,43,8
8,37,4,20,28,39,13
45,1,10,26,5,20,27
44,11,5,30,33,19,20
12,33,24,29,21,35,28
24,16,17,30,44,38,14
36,27,6,10,3,31,35
41,12,7,5,17,35,19
38,44,15,31,4,36,42
26,17,44,27,14,36,3
27,7,12,30,25,28,5
40,42,17,23,41,22,11
33,19,15,45,14,26,38
35,11,13,43,9,7,8
19,22,5,45,25,41,3
39,3,34,40,28,35,29
5,28,45,26,22,36,25
14,42,41,23,2,21,35
3,18,10,30,35,13,23
26,4,32,9,3,33,39
11,23,42,22,18,45,26
4,31,10,23,18,24,26
5,3,41,28,15,8,20
44,25,4,10,13,2,17
33,35,6,43,42,37,3
24,21,11,38,1,42,23
24,43,45,41,6,15,1
1,39,33,6,10,3,42
30,32,38,34,35,43,44
28,16,3,42,31,19,13
28,21,30,31,18,22,44
14,29,33,4,15,1,35
31,15,22,30,18,13,5
24,30,3,42,17,44,37
9,26,44,6,11,3,39
5,16,28,21,11,7,32
43,14,45,12,2,20,4
9,41,38,3,23,16,27
19,24,18,44,2,13,23
12,16,23,28,27,25,14
41,38,24,33,11,27,4
15,16,33,22,18,43,25
1,10,15,31,41,29,28
1,31,15,38,35,16,37
34,12,30,10,40,44,21
45,33,20,23,13,6,26
31,7,16,20,17,5,25
9,42,27,45,20,6,44
5,16,13,15,6,10,31
7,6,17,24,8,25,38
45,34,1,41,32,2,38
25,36,39,45,19,24,20
23,2,43,1,17,15,7
40,15,25,24,9,28,31
44,31,14,26,10,23,5
9,19,2,10,33,18,23
21,26,37,39,22,15,8
29,37,41,38,26,6,30
17,43,21,16,13,19,41
26,38,21,6,43,30,41
19,32,26,34,11,8,33
41,2,44,35,22,40,27
7,6,34,28,16,18,3
28,26,14,3,34,20,11
23,7,24,29,21,9,10
9,18,43,3,25,41,20
17,43,4,7,28,15,18
10,5,6,1,4,31,36
37,33,43,14,9,1,10
23,44,28,18,27,35,12
35,36,39,2,10,4,44
45,15,20,27,33,28,11
29,36,22,1,15,41,10
9,39,25,40,11,20,8
32,12,6,25,40,27,19
12,34,5,29,41,32,42
17,44,18,11,20,27,28
39,45,8,23,29,40,10
11,29,13,16,30,34,32
25,1,34,44,10,26,36
28,5,37,10,26,15,23
43,9,19,26,7,32,37
5,41,11,12,38,16,20
6,38,39,42,19,22,40
11,6,29,20,38,21,7
28,42,20,26,17,15,5
1,13,20,16,24,5,2
45,14,9,41,30,12,16
45,17,26,15,34,32,43
4,31,7,30,27,2,39
13,19,3,40,21,8,45
4,9,29,40,17,31,36
2,11,19,10,32,9,43
26,10,29,45,5,30,34
12,15,16,21,28,42,30
4,36,32,24,1,2,17
4,8,23,26,43,45,22
3,4,10,11,15,18,34
19,27,16,3,6,32,23
21,10,27,44,45,1,39
20,38,19,13,18,36,16
16,24,29,44,3,22,17
39,11,16,25,44,24,13
13,41,2,31,33,18,1
45,30,32,27,24,22,25
38,10,15,45,18,4,42
13,28,18,24,8,19,42
5,12,13,26,42,43,27
7,29,20,42,44,11,17
28,16,33,41,45,39,23
42,23,27,36,22,43,25
9,19,17,20,44,26,35
12,6,11,36,39,2,19
35,1,33,39,38,31,37
29,23,45,40,44,35,22
5,37,22,43,15,41,23
7,38,1,45,44,12,3
5,14,17,16,36,44,7
15,26,9,11,32,3,31
45,18,20,14,4,37,7
32,11,30,23,8,12,14
39,14,10,11,16,3,8
17,36,34,29,44,7,27
26,39,38,21,44,10,27
1,28,30,22,41,31,43
38,30,11,39,6,8,18
10,17,43,9,28,37,12
25,18,21,43,26,45,4
40,1,10,13,4,11,45
43,39,24,29,17,7,14
31,4,45,15,29,42,39
19,1,17,20,34,6,21
10,18,9,31,44,20,40
34,39,3,9,38,25,32
13,39,17,33,9,10,2
45,37,39,35,8,32,40
33,37,39,26,2,41,11
8,12,39,4,43,10,18
8,44,27,18,24,19,4
34,31,10,7,28,18,42
41,21,14,45,3,44,20
2,21,10,26,18,6,25
41,16,30,29,44,35,1
28,27,32,4,21,10,26
30,28,36,16,23,9,34
33,39,3,26,27,24,17
13,37,5,10,7,41,25
40,11,30,19,36,35,45
22,7,35,1,39,15,19
34,45,9,7,16,28,43
16,12,25,20,8,38,26
39,28,34,26,32,30,5
19,14,39,5,37,43,23
9,38,43,11,19,35,6
44,27,43,5,11,2,26
36,12,30,44,4,37,9
34,41,26,24,30,21,23
39,45,15,34,31,14,6
37,16,25,19,9,15,2
25,21,29,8,37,4,43
31,33,19,30,43,3,37
3,13,38,17,42,35,12
2,9,7,38,40,16,11
24,14,5,6,16,37,19
33,32,6,18,8,3,35
6,36,28,14,23,1,12
22,28,23,12,36,20,13
9,5,41,12,10,2,39
36,24,26,1,17,33,9
23,6,16,18,14,8,28
44,3,38,31,42,15,2
33,29,40,22,5,14,17
34,11,15,1,28,36,25
42,41,34,12,38,33,35
38,31,3,45,20,39,13
1,18,7,44,40,27,21
28,40,13,3,31,8,30
15,20,11,25,8,17,32
26,14,39,31,34,13,33
19,10,30,28,13,18,44
19,9,31,18,13,30,35
9,21,29,32,30,31,16
39,34,29,11,25,6,4
22,32,34,23,37,27,8
6,31,26,7,24,38,20
3,37,20,36,18,9,17
31,17,44,4,36,30,21
8,19,17,20,11,16,38
1,19,7,12,45,32,15
18,8,26,9,4,21,27
39,7,42,1,40,18,28
14,13,12,37,17,40,45
2,30,21,38,18,22,16
43,31,14,19,13,29,27
2,28,34,32,44,42,13
31,45,44,16,26,38,21
5,11,4,38,43,37,39
44,7,15,23,29,20,2
31,36,25,3,16,13,20
8,43,45,25,32,24,15
36,39,16,23,1,42,6
9,3,43,44,20,16,4
24,15,3,23,7,43,39
33,25,39,18,9,20,2
40,15,24,8,26,27,37
37,10,42,17,12,19,39
38,34,45,32,36,43,16
2,12,25,5,14,26,42
20,6,3,17,19,39,42
14,34,25,45,15,26,3
31,4,37,29,33,5,44
18,17,3,16,31,6,33
16,14,44,33,7,45,9
23,8,18,44,10,17,37
6,29,14,27,4,7,35
35,4,43,40,10,16,24
9,11,36,14,13,21,30
43,28,10,21,19,24,13
21,31,39,11,43,10,17
16,9,43,41,28,6,40
25,13,1,34,29,22,26
24,2,8,22,35,27,5
18,23,10,16,3,27,4
9,30,29,41,5,33,42
17,29,16,36,1,30,44
34,8,39,29,19,13,21
22,40,16,29,44,23,28
7,36,18,22,33,14,26
23,3,12,32,21,29,45
31,21,34,25,45,38,2
19,8,21,41,24,9,16
20,13,30,38,25,21,6
41,3,36,12,7,4,43
15,13,28,26,37,31,41
16,1,25,17,42,32,37
37,33,3,27,36,28,20
38,4,5,41,34,8,13
3,2,24,43,44,26,27
10,43,21,13,3,6,7
5,37,3,39,28,25,44
12,15,34,13,17,23,44
17,43,20,32,4,30,7
18,21,30,1,22,4,12
3,20,42,7,38,5,37
22,6,4,12,28,19,35
27,42,7,11,4,15,26
34,31,24,29,43,27,44
28,42,5,20,15,30,43
26,44,7,10,35,8,19
3,32,23,43,35,13,25
28,20,33,27,36,16,34
29,23,1,22,25,30,38
14,39,40,32,5,37,11
41,40,13,14,18,42,2
1,35,32,42,38,11,23
5,38,17,37,13,11,20
21,22,32,29,27,8,25
10,26,12,39,14,9,2
32,45,35,11,17,6,7
45,19,39,13,17,34,21
33,7,14,28,40,32,4
32,1,44,22,3,15,39
43,29,31,42,19,1,30
37,16,34,5,27,23,39
20,18,44,29,24,4,35
43,29,28,39,17,31,1
38,24,22,29,31,1,10
42,21,29,37,25,33,16
19,13,35,6,29,10,1
45,22,23,18,4,40,39
43,6,17,36,21,44,24
33,6,16,42,2,23,37
19,10,25,20,45,36,2
9,39,21,42,3,38,41
19,3,28,43,24,23,33
43,3,25,8,42,35,36
37,29,17,6,2,20,39
34,31,30,10,27,40,4
35,8,36,17,26,20,32
24,19,3,9,40,43,17
40,30,36,43,5,21,26
34,14,37,42,24,33,35
45,22,29,38,35,10,31
7,16,42,6,24,17,40
8,25,7,11,36,32,20
21,23,9,13,31,34,8
19,4,35,37,8,7,14
40,27,39,28,35,21,37
43,13,35,22,33,26,6
39,12,10,42,21,7,17
11,16,15,3,9,22,8
16,29,5,36,44,17,8
9,14,4,3,7,34,11
45,8,22,10,27,32,38
24,5,19,14,25,40,8
41,1,40,23,39,20,31
43,22,3,20,7,4,32
9,36,28,16,35,24,39
27,17,10,41,45,14,33
2,36,21,4,3,28,45
15,34,32,33,3,30,22
16,23,45,15,4,19,28
7,45,43,3,8,22,32
14,5,12,30,16,9,8
43,45,23,21,18,27,24
42,24,27,22,25,45,16
20,1,45,12,10,38,44
41,38,7,31,30,11,24
12,27,32,40,42,11,19
31,30,6,32,4,24,22
25,45,4,40,34,17,33
29,11,1,43,30,41,23
45,28,38,27,2,37,29
7,27,25,24,19,12,43
20,26,14,16,11,25,38
21,44,11,35,32,45,1
9,45,33,15,16,20,27
39,7,45,6,43,40,34
8,27,38,35,17,34,36
3,28,21,12,13,6,25
10,16,22,11,2,44,20
25,14,36,31,13,40,35
24,9,11,8,17,43,5
29,37,39,44,27,26,7
3,17,13,33,37,28,18
6,27,4,1,7,2,45
7,9,14,28,40,29,30
27,30,15,19,38,43,42
34,23,21,38,37,13,7
28,1,3,8,35,11,9
5,35,7,41,14,32,3
4,17,44,3,20,21,32
26,32,2,11,1,16,30
34,8,42,18,21,15,4
19,44,45,36,16,12,20
38,16,32,21,3,6,12
45,40,33,39,34,22,41
19,28,43,14,31,8,30
11,7,9,6,1,25,37
31,25,28,36,39,27,17
9,1,30,19,13,23,15
42,41,29,43,3,16,7
12,37,1,45,40,5,16
40,36,45,2,26,10,30
7,42,28,32,41,31,21
32,11,17,6,19,44,2
9,27,7,41,10,44,23
21,11,22,43,42,35,33
41,2,12,27,45,17,26
11,32,31,36,40,3,30
10,35,1,32,37,16,39
6,38,45,26,44,2,5
15,24,38,2,28,11,19
5,34,38,29,31,14,43
37,41,26,4,21,33,27
32,12,23,36,13,14,1
5,40,14,6,16,22,28
26,32,43,10,33,28,3
43,12,10,37,18,9,11
15,9,37,29,16,44,32
28,3,39,20,45,19,14
37,27,1,2,12,16,28
40,22,2,41,28,21,24
43,26,14,5,40,34,31
16,17,21,8,32,14,37
15,23,28,19,4,25,31
2,14,42,6,18,16,10
37,16,41,30,15,25,13
23,8,36,9,35,18,24
3,15,19,17,32,12,13
42,32,37,18,13,1,38
32,37,44,5,1,35,22
16,12,40,28,20,14,42
37,4,35,31,9,16,15
7,30,37,41,26,36,38
7,43,37,31,40,42,12
34,6,13,24,38,37,33
3,39,40,1,36,24,42
24,37,4,44,39,7,26
37,29,40,41,31,35,8
9,23,20,18,29,16,26
38,32,24,27,44,19,30
1,29,45,36,15,30,5
21,30,2,14,7,26,32
24,20,39,41,38,15,35
42,7,15,11,3,37,34
39,30,37,32,1,26,42
18,29,20,10,12,43,4
5,8,30,31,15,27,10
8,6,12,11,35,10,23
41,17,3,16,25,38,36
28,37,1,5,7,2,8
2,6,16,12,33,8,1
13,41,20,38,22,29,4
43,2,11,32,3,24,18
6,7,29,39,8,41,38
44,32,8,24,30,15,38
2,28,25,7,38,1,32
18,27,30,29,25,5,20
13,38,30,33,37,20,2
22,5,41,13,10,38,33
44,24,29,27,23,42,12
40,7,5,15,30,6,36
41,33,13,28,1,37,22
44,4,14,7,40,41,1
7,1,8,26,4,27,12
29,24,4,20,27,5,44
9,34,45,14,42,40,11
15,37,21,18,10,2,44
18,41,44,19,4,22,14
22,36,17,1,19,11,34
29,15,8,28,25,37,2
45,18,19,10,39,33,27
39,6,43,30,34,27,35
39,9,11,10,32,30,35
11,19,28,44,37,29,3
27,6,29,8,37,10,45
2,23,43,33,37,40,31
41,40,20,16,6,31,23
23,45,32,35,22,36,3
29,7,9,22,34,25,4
15,32,19,38,6,1,29
41,42,3,11,17,6,19
3,1,5,10,6,13,43
20,11,42,30,28,43,9
17,6,37,24,3,41,25
24,29,6,20,32,23,41
31,23,41,4,27,38,17
3,16,28,32,43,39,38
44,15,8,19,34,31,7
17,7,16,4,45,24,15
44,13,39,23,24,18,36
23,42,21,41,40,29,5
11,2,36,5,8,6,27
33,16,36,20,43,7,37
27,12,40,25,20,44,2
38,45,42,13,23,21,33
37,2,18,43,12,21,23
18,45,6,35,11,32,25
37,20,35,11,18,7,32
24,33,17,1,2,18,38
6,20,43,31,33,32,16
6,27,29,41,31,14,2
42,10,30,14,36,26,20
18,33,8,36,30,28,14
20,39,21,8,2,43,45
39,24,11,28,23,41,33
41,40,28,26,15,45,5
38,9,4,42,25,43,20
16,26,9,15,29,20,12
5,42,3,24,29,14,6
15,11,18,23,27,21,13
15,27,10,41,7,31,35
5,33,7,40,15,35,13
43,27,36,18,35,34,7
5,36,28,2,4,13,17
11,9,23,24,13,17,1
18,35,34,6,4,14,30
20,24,33,8,31,43,18
